OrderNumber,OrderStatus,CustomerNumber,CustomerName,OrderDate,ShipDate,PromisedDate,Closed,CreditHold,OnHold,BlanketOrder,Amount,OrderType,CustomerPurchaseOrderNumber,SalesAgent,Division,Warehouse,TaxCode,ShipperID,Attention,FOB,FreightOption,FreightAmount,FreightCost,Email,FreeField1,FreeField2,OrderRemarks,InternalRemarks,OrderRemark3,OrderRemark4,ShipToSequence,ShipToName,ShipToAddress1,ShipToAddress2,ShipToAddress3,ShipToCity,ShipToState,ShipToZip,ShipToCountry,Phone,ShipFromName,ShipFromAddress1,ShipFromAddress2,ShipFromAddress3,ShipFromCity,ShipFromState,ShipFromZip,ShipFromCountry,MiscCharge1,MiscCharge1GL,MiscCharge1Reason,MiscCharge1Tax,MiscCharge2,MiscCharge2GL,MiscCharge2Reason,MiscCharge2Tax,MiscCharge3,MiscCharge3GL,MiscCharge3Reason,MiscCharge3Tax,MiscCharge4,MiscCharge4GL,MiscCharge4Reason,MiscCharge4Tax,NumberOfPallets,ShippingZone,Truck,TruckRunId,TruckRunDate,StopNumber,StandingOrderRelease,ExternalTracking,CreateDate,UpdateDate,items,CustomFields,Month,Week
900450,Entered,0013039,Koy Concrete,2025-01-03 05:00:00,2025-02-06T00:00:00-05:00,2025-02-27T00:00:00-05:00,True,False,False,False,2700.0,1,Thomas - Email,0008,1,1,100,FEDEX FRT ECO,,Exworks SanAntonioTX,PPD & ADDED,,,,CFR49-HM181,,,Accounts Payable Juana Leon at koyap@concrete.com,,,2,Koy Concrete,770 Hwy 90 E.,,,Sealy,TX,77474,USA,(979) 885-3551,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-14T16:38:46.187-05:00,2025-02-07T16:32:39.103-05:00,[],{},2025-01-01,2024-12-30
900451,Entered,0010844,PIDC,2025-01-15 05:00:00,2025-02-14T00:00:00-05:00,2025-02-25T00:00:00-05:00,True,False,False,False,1922.0,1,508718,0000,1,1,100,UPS GROUND,Shane Jackowski,ExWorks SanAntonioTX,COLLECT,,,aholt@pidc.com,UPS Ground / FedEx Ground,,,"UPS Acct. NoU. 873-1E0

Ship UPS ground if material is non-haz or requires only a few poison packs. Ship FedEx Freight if material requires many poison packs.

Email tracking number, tech data and invoice to:
Tony Cao at tcao@pidc.com and purchasing agent on PO if different

Email invoice to apinvoice@pidc.com and cc: nsquires@pidc.com

If solid wood pallets are used, they must be treated and two (2) copies of the Certificate of Fumigation must be enclosed with the shipping documents.

When solid wood pallets are used, then also print the following statement on the OB/L: ""SWPM have been treated"".

If solid wood pallets are not used in shipping please indicate on the OB/L: ""SWPM are NOT on board""

COA must be faxed prior to shipment - fax number 734-930-9293",,,1,Pacific Industrial Development Corp.,4788 Runway Blvd.,,,Ann Arbor,MI,48108,USA,(734) 930-9292,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-15T10:34:13.577-05:00,2025-02-14T12:11:45.267-05:00,[],{},2025-01-01,2025-01-13
900452,Entered,0011418,Nutrisol LLC,2024-11-26 05:00:00,2025-01-16T00:00:00-05:00,2025-01-17T00:00:00-05:00,True,False,False,False,6956.0,1,3700,0012,1,1,100,TRUCK,Brent Hagen,ExWorks-SanAntonioTX,THIRD PARTY,,,bhagen@nutrisolsolutions.com,CFR49-HM181,,SAGE - sales order # 882403,"For truck shipments: 
Contact Danielle Edmonds: dedmonds@nutrisolsolutions.com to make arrangements for the truck.  

Mark B/L:  Shipping/Receiving dock time 3 pm to 5 pm

Manufacture and Retest Date required on all TDS

Email tracking number to:
Brent Hagen at bhagen@nutrisol.com
Danielle Edmonds at dedmonds@nutrisol.com

Email invoices: ap@nutrisol.com",,,-1,Nutrisol LLC,2705 N. Mule Ranch Road,,,Corinne,UT,84307,USA,(435) 744-1035,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-15T14:24:41.66-05:00,2025-01-17T10:15:48.143-05:00,[],{},2024-11-01,2024-11-25
900453,Entered,0009774,BASF Catalisadores Ltda.,2025-01-13 05:00:00,2025-01-24T00:00:00-05:00,2025-01-22T00:00:00-05:00,True,False,False,False,2250.0,1,6000194315,0012,1,1,100,SEA FREIGHT,John Welligton Batist,ExWorks SanAntonioTX,COLLECT,,,,CFR49-HM181,,,"THIS S/O COMPLETES THE ORDER (FIRST SHIPPED S/O IS 900456)

For BaSulfate - Make sure a 100 gm retention sample has been pulled for each lot shipped

Package in fiber drum clearly stating lot number, BASF Part Number, gross weight & net weight. Place 2"" RED color tape around the drum just below the Noah product label

Use heat treated wood pallets each with a legible fumigation stamp. ""Do Not Double Stack"" must be on BOL.On top of each drum put label with - Topload Only-Do Not Stack

Scan & send export documents/COA to John Welligton Batista at john-welligton.batista@basf-catalystsmetals.com and Patricia Batista Pedro at  pati.batistapedro@basf-catalystsmetals.com and Breno Furlaneto-Horvath at  Brendo.furlaneto-horvath@basf-catalystsmetals.com for prior approval. Send originals after drafts are approved.

If items require Import License (IL) prior to shipment, send proforma invoice. Shipment can be released only after BASF approval.

Sign invoice & Packing list in blue ink

Statement must be on the packing list, IMOairbill/ BOL: Wooden Packing: Treated and Certified

Freight forwarder:
CRAFT MULTIMODAL LTDA 
AV JURUBATUBA, 73 - CJ 91 - VILA CORDEIRO - CEP 04583-912 SAO PAULO, SP BRAZIL
CNPJ: 01.831.941/0001-30

Notify Field:
Indaiá Logística Internacional Ltda
Rua XV de Novembro, 170
Santos – SP – Brasil.
ZIP CODE: 11.010-150
CNPJ: 58.156.084 0001-37
Contact: Giliardi Figueiredo & Phone: 55 (13) 3211-4000 - Ramal 4014
 
Send original & signed copy of documents/COA by courier to broker & tracking # to NOTFIY INDAIA^ 

FedEx the signed invoice (both copies)/COA & packing list to PBL Assessoria

Email invoice: Payables-Invoice-BRE1@basf-catalystsmetals.com

Email invoice, packing list, COA & tracking # for PBL documents to: The FORWARDER & Clever Deponte & Ana Albinosilva (Emails Above)

Send (signed/stamped) documents/COA to NOTIFY INDAIA 10 days prior to vessel arrival

Mandatory to be printed on the B/L or AWB:
Consignee CNPJ: 48.439.341 0001-94
Indaia CNPJ: 58.156.084/0001-37 
NCM Tariff Number:
Gross Weight: (incl pallet wt)
Cargo Cubic Meter:
Packaging Types: Drums, Pallets
Container Number: N/A
Seal Number: N/A

Freight Charges
Mandatory to be printed on commercial invoice: Volume quantity (i.e. 2 pallets with 10 drums), Gross wt - incl pallet, Net wt, Incoterm",,,8,BASF Catalisadores Ltda.,"Rodovia SP 73, No. 5756",Rod. SP 73 No. 5756,13330-970 Indaiatuba,Indaiatuba-Sao Paulo,.,.,BRZ,011-55-1939355500,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-15T15:51:52.877-05:00,2025-01-24T12:23:09.403-05:00,[],{},2025-01-01,2025-01-13
900454,Entered,0005290,BASF Mobile Emissions Catalyst,2025-01-06 05:00:00,2025-02-24T00:00:00-05:00,2025-02-24T00:00:00-05:00,True,False,False,False,1696.0,1,6000191869,0012,1,1,100,TRUCK,Galvin Maehew,Exworks SanAntonioTX,COLLECT,,,galvin.maehew@basf-catalystsmetals.com,CFR49-HM181,,,"Package in drums/totes clearly stating the lot number, BASF Part #, Gross/Net Weights.   2"" BLACK  Color tape to be placed around each drum just below the Noah product label as indicated below.  Use color paint for the ears of the totes. 

Strontium Acetate - BLACK

Put an additional product label on the top of each drum.

Different products should be palletized separately.  Same products with different lot numbers must be palletized separately. 

Use BASF Huntsville assigned totes only.

Check totes to make sure the vent caps and chains are securely attached to the totes.

The following information must be on the BOL:

P.O. #, tote serials # and trailer seal # 

Material to be delivered to BASF on Wednesday, February 26, 2025.

If the weather is going to be 40 deg F or lower between here and Huntsville during the days of transport, use a heated trailer.

When using a heated trailer, make sure to mark the B/L:   TRAILER MUST MAINTAIN A TEMPERATURE BETWEEN 70 - 85 deg. F.

To arrange for transport send an email to  Landstar at totlslg@landstarmail.com the Wednesday prior to the ship date with all the shipping details including P.O. number and delivery date.

Truck is to be exclusive use with an NTC seal applied after loading.    

P/L & C/A to be sent to HuntsvilleQC@basf-catalystsmetals.com. If emails don't go through fax to QC at (256) 774-4772

Send packing list and COA as soon as the order leaves our warehouse

Email invoice to Payables-Invoice-US32@basf-catalystsmetals.com",,,6,HUNTSVILLE PLANT AUTOMOTIVE,9800 Kellner Road,,,Huntsville,AL,35824,USA,(256) 464-6220,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-15T17:57:03.417-05:00,2025-02-24T10:22:28.043-05:00,[],{},2025-01-01,2025-01-06
900455,Entered,0006360,"SCI Engineered Materials, Inc.",2025-01-16 05:00:00,2025-01-20T00:00:00-05:00,2025-01-20T00:00:00-05:00,True,False,False,False,60.0,1,13622,0006,1,1,100,UPS GROUND,,ExWorks SanAntonioTX,COLLECT,,,elizabeth@sciengineeredmaterials.com,,,,"Ship UPS Ground Collect account  # 43X-288

Email invoice to Elizabeth Heaston at  elizabeth@sciengineeredmaterials.com",,,-1,"SCI Engineered Materials, Inc.",2839 Charter Street,,,Columbus,OH,43228,,(800)346-6567,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-16T09:47:07.157-05:00,2025-01-22T10:54:33.73-05:00,[],{},2025-01-01,2025-01-13
900456,Entered,0009774,BASF Catalisadores Ltda.,2025-01-13 05:00:00,2025-01-17T00:00:00-05:00,2025-01-17T00:00:00-05:00,True,True,False,False,1125.0,1,6000194315,0012,1,1,100,AIR FREIGHT,John Welligton Batist,ExWorks SanAntonioTX,COLLECT,,,,IATA,,,"BALANCE OF ORDER TO FOLLOW ON S/O 900453

For BaSulfate - Make sure a 100 gm retention sample has been pulled for each lot shipped

Package in fiber drum clearly stating lot number, BASF Part Number, gross weight & net weight. Place 2"" RED color tape around the drum just below the Noah product label

Use heat treated wood pallets each with a legible fumigation stamp. ""Do Not Double Stack"" must be on BOL.On top of each drum put label with - Topload Only-Do Not Stack

Scan & send export documents/COA to John Welligton Batista at john-welligton.batista@basf-catalystsmetals.com and Patricia Batista Pedro at  pati.batistapedro@basf-catalystsmetals.com and Breno Furlaneto-Horvath at  Brendo.furlaneto-horvath@basf-catalystsmetals.com for prior approval. Send originals after drafts are approved.

If items require Import License (IL) prior to shipment, send proforma invoice. Shipment can be released only after BASF approval.

Sign invoice & Packing list in blue ink

Statement must be on the packing list, IMOairbill/ BOL: Wooden Packing: Treated and Certified

Freight forwarder:
CRAFT MULTIMODAL LTDA 
AV JURUBATUBA, 73 - CJ 91 - VILA CORDEIRO - CEP 04583-912 SAO PAULO, SP BRAZIL
CNPJ: 01.831.941/0001-30

Notify Field:
Indaiá Logística Internacional Ltda
Rua XV de Novembro, 170
Santos – SP – Brasil.
ZIP CODE: 11.010-150
CNPJ: 58.156.084 0001-37
Contact: Giliardi Figueiredo & Phone: 55 (13) 3211-4000 - Ramal 4014
 
Send original & signed copy of documents/COA by courier to broker & tracking # to NOTFIY INDAIA^ 

FedEx the signed invoice (both copies)/COA & packing list to PBL Assessoria

Email invoice: Payables-Invoice-BRE1@basf-catalystsmetals.com

Email invoice, packing list, COA & tracking # for PBL documents to: The FORWARDER & Clever Deponte & Ana Albinosilva (Emails Above)

Send (signed/stamped) documents/COA to NOTIFY INDAIA 10 days prior to vessel arrival

Mandatory to be printed on the B/L or AWB:
Consignee CNPJ: 48.439.341 0001-94
Indaia CNPJ: 58.156.084/0001-37 
NCM Tariff Number:
Gross Weight: (incl pallet wt)
Cargo Cubic Meter:
Packaging Types: Drums, Pallets
Container Number: N/A
Seal Number: N/A

Freight Charges
Mandatory to be printed on commercial invoice: Volume quantity (i.e. 2 pallets with 10 drums), Gross wt - incl pallet, Net wt, Incoterm",,,8,BASF Catalisadores Ltda.,"Rodovia SP 73, No. 5756",Rod. SP 73 No. 5756,13330-970 Indaiatuba,Indaiatuba-Sao Paulo,.,.,BRZ,011-55-1939355500,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-16T14:30:40.853-05:00,2025-01-17T14:29:59.183-05:00,[],{},2025-01-01,2025-01-13
900457,Entered,0002090,Thermo Fisher Scientific,2025-02-14 05:00:00,2025-02-21T00:00:00-05:00,2025-02-21T00:00:00-05:00,True,False,False,False,6980.0,1,447424,0024,1,1,100,R & L CARRIERS,Pierre Labrie,EXWorks SanAntonioTX,COLLECT,,,jeff.oconnor@alfa.com,CFR49-HM181,Country of Origin: USA - PO No. 447424,,"R&L Carriers: TH38SH 

Certificate of Origin required with all shipments

PO Number 447424 must be on all shipping documents and labels

Tech data must state the following:  
This material is chemically synthesized
Country of Origin: ____

All products must have the following marked on the inner labels and outer packaging:
Country of Origin: ____

Email invoice to alfaaesar.accountspay@thermofisher.com

Email tracking information to Pierre.Labrie@ThermoFisher.com

Email Tech Data Sheet and SDS to QCdocs@alfa.com

Email Tech Data Sheet and Certificate of Origin to alfaaesar.qcdocs@thermofisher.com

LTL Carrier should always be R&L:
                
FOR SHIPMENTS TO WARD HILL, MA:

Do not declare a value for insurance purposes
Do not declare a value for carriage
PO No 447424 must be put in the proper field for FedEx and UPS shipments
PO No 447424 must be on BOL
Shipping paperwork should reflect the name Thermo Fisher Scientific",,,6,Thermo Fisher Scientific,Alfa Aesar,30 Bond Street,,Ward Hill,MA,01835,USA,(978) 521-6490,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-16T15:47:55.667-05:00,2025-02-21T09:23:15.547-05:00,[],{},2025-02-01,2025-02-10
900458,Entered,15010,Enfusia,2025-01-16 05:00:00,2025-02-19T00:00:00-05:00,2025-01-31T00:00:00-05:00,True,False,False,False,6216.972,1,84753,0000,1,1,100,TRUCK,Rob Meyers,DAP Ship to,DELIVERED,,,rob@enfusia.com,CFR49-HM181,,,"Drop ship

Email COA to quality@enfusia.com and purchasing@enfusia.com",,,-1,Enfusia,410 S Trade Center Pkwy STE A9,,,Conroe,TX,77385,USA,281-681-073.2,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-16T16:19:55.467-05:00,2025-02-19T18:43:08.337-05:00,[],{},2025-01-01,2025-01-13
900459,Entered,0012063,HACH Company,2025-01-13 05:00:00,2025-01-24T00:00:00-05:00,2025-01-24T00:00:00-05:00,True,False,False,False,315.0,1,691402 (1),0024,1,1,100,FEDEX GROUND,David Moore,EXWorks SanAntonioTX,COLLECT,,,,UPS Ground / FedEx Ground,,"This is a partial ship against HACH Po. 691402. Shipment 1/2. The ""(1)"" on the PO number is used for internal purposes only, please keep the original PO number on all shipping documents.","SPECIAL INSTRUCTIONS:

FedEx Ground/Air Acct. No. 0503-0114-1 (Ames, IA)

Ground shipments < 400 lbs or non-haz, use FedEx Ground.

ALWAYS okay to ship early unless otherwise notified for end of year purchases

Do not declare or insure any shipment. HACH is self-insured.

All shipping documents and product labels must contain PO Number 691402.  

Email tracking number to David Moore at damoore@hach.com

Email invoice to accountspayable@hach.com and damoore@hach.com

Send TDS to buyer on PO and Dennis Mokaya at dmokaya@hach.com

Send copy of packing slip with every shipment.",,,1,HACH Company,100 Dayton Ave,,,Ames,IA,50010,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-16T17:47:55.517-05:00,2025-01-27T12:54:47.593-05:00,[],{},2025-01-01,2025-01-13
900460,Entered,0012798,SpaceX,2025-01-23 05:00:00,2025-01-29T00:00:00-05:00,2025-01-17T00:00:00-05:00,True,False,False,False,0.0,1,3014477,0006,1,1,100,FEDEX STANDARD,,Exworks SanantonioTX,COLLECT,,,,IATA,,Sample for Evaluation,"FedEx Standard Overnight  account number 631605893

Need to use /send 3M manufacturer COA. Bringing in material under generic code and each specific branded material will be brought in under a different lot which we will use to differentiate which material is which branded product.

This will also be a part ship as FedEx lost one of the packages meant for this order

Include SpaceX POO # on all shipping documents

Send tracking number to Erik.Thompson@spacex.com",,,3,Space Exploration Technologies,12520 Wilkie Ave,,,Hawthorne,CA,90250,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-17T09:43:40.94-05:00,2025-01-31T11:01:25.917-05:00,[],{},2025-01-01,2025-01-20
900461,Entered,0010136,Eagle Picher Technologies,2024-12-05 05:00:00,2025-03-19T00:00:00-04:00,2025-03-19T00:00:00-04:00,False,False,False,False,9570.0,1,D225998 (2),0006,1,1,100,TRUCK,Dillan Whistler,ExWorks-SanAntonioTX,THIRD PARTY,,,,CFR49-HM181,,"Please note the ""(2)' attached to the PO # is for internal use only. Please maintain the original PO # for all special instructions and packaging arrangements.","THIS IS A BLANKET ORDER - Release #2


PO No D225998  and Eagle Picher Acct No  must be referenced in the ""Shipper Reference"" or ""Billing  Reference"" area of all BOL, air bills and on all shipping labels, packing list and invoices. 

Must include COC with each shipment. COC must include Eagle Picher's PO D225998  and Part No 11-16-114-0; REV. A  

Must assure that a minimum of 75% of the shelf life is remaining at time of receprt at Eagle Picher. 

Tech Data Sheet must include the Manufacture Date and Retest Date.

LTL
UPS Freight or YRC - Third Party
Do Not use FedEx LTL Priority or Economy 
Account: Worldwirde Express W822199749 

Third Party Billing
Eagle Picher c/o Worlwide Express
2323 Victory Avenue
Suite 1600
Dallas, TX, 75219

Email SCFreight@wwex.com with shipment details for BOL and to schedule pickup.

Reference Account No W822199749

Third party billing instructions must appear on the BOL

Send Tracking information to Dillan Whistler at dillian.whistler@eaglepicher.com

Email for electronic invoicing: ap@eaglepicher.com",,,7,Eagle Picher Technologies,"1215 West ""C"" Street",,,Joplin,MO,64801,USA,(602) 794-9600,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-17T10:17:44.563-05:00,2025-01-17T10:35:44.15-05:00,[],{},2024-12-01,2024-12-02
900462,Entered,0010136,Eagle Picher Technologies,2024-12-05 05:00:00,2025-05-30T00:00:00-04:00,2025-05-30T00:00:00-04:00,False,False,False,False,9570.0,1,D225998 (3),0006,1,1,100,TRUCK,Dillan Whistler,ExWorks-SanAntonioTX,THIRD PARTY,,,,CFR49-HM181,,"Please note the ""(3)' attached to the PO # is for internal use only. Please maintain the original PO # for all special instructions and packaging arrangements.","THIS IS A BLANKET ORDER - Release #3


PO No D225998  and Eagle Picher Acct No  must be referenced in the ""Shipper Reference"" or ""Billing  Reference"" area of all BOL, air bills and on all shipping labels, packing list and invoices. 

Must include COC with each shipment. COC must include Eagle Picher's PO D225998  and Part No 11-16-114-0; REV. A  

Must assure that a minimum of 75% of the shelf life is remaining at time of receprt at Eagle Picher. 

Tech Data Sheet must include the Manufacture Date and Retest Date.

LTL
UPS Freight or YRC - Third Party
Do Not use FedEx LTL Priority or Economy 
Account: Worldwirde Express W822199749 

Third Party Billing
Eagle Picher c/o Worlwide Express
2323 Victory Avenue
Suite 1600
Dallas, TX, 75219

Email SCFreight@wwex.com with shipment details for BOL and to schedule pickup.

Reference Account No W822199749

Third party billing instructions must appear on the BOL

Send Tracking information to Dillan Whistler at dillian.whistler@eaglepicher.com

Email for electronic invoicing: ap@eaglepicher.com",,,7,Eagle Picher Technologies,"1215 West ""C"" Street",,,Joplin,MO,64801,USA,(602) 794-9600,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-17T10:42:25.087-05:00,2025-01-17T10:42:25.087-05:00,[],{},2024-12-01,2024-12-02
900463,Entered,0010136,Eagle Picher Technologies,2024-12-05 05:00:00,2025-08-07T00:00:00-04:00,2025-08-07T00:00:00-04:00,False,False,False,False,9570.0,1,D225998 (4),0006,1,1,100,TRUCK,Dillan Whistler,ExWorks-SanAntonioTX,THIRD PARTY,,,,CFR49-HM181,,"Please note the ""(4)' attached to the PO # is for internal use only. Please maintain the original PO # for all special instructions and packaging arrangements.","THIS IS A BLANKET ORDER - Release #4


PO No D225998  and Eagle Picher Acct No  must be referenced in the ""Shipper Reference"" or ""Billing  Reference"" area of all BOL, air bills and on all shipping labels, packing list and invoices. 

Must include COC with each shipment. COC must include Eagle Picher's PO D225998  and Part No 11-16-114-0; REV. A  

Must assure that a minimum of 75% of the shelf life is remaining at time of receprt at Eagle Picher. 

Tech Data Sheet must include the Manufacture Date and Retest Date.

LTL
UPS Freight or YRC - Third Party
Do Not use FedEx LTL Priority or Economy 
Account: Worldwirde Express W822199749 

Third Party Billing
Eagle Picher c/o Worlwide Express
2323 Victory Avenue
Suite 1600
Dallas, TX, 75219

Email SCFreight@wwex.com with shipment details for BOL and to schedule pickup.

Reference Account No W822199749

Third party billing instructions must appear on the BOL

Send Tracking information to Dillan Whistler at dillian.whistler@eaglepicher.com

Email for electronic invoicing: ap@eaglepicher.com",,,7,Eagle Picher Technologies,"1215 West ""C"" Street",,,Joplin,MO,64801,USA,(602) 794-9600,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-17T10:52:59.403-05:00,2025-01-17T10:52:59.403-05:00,[],{},2024-12-01,2024-12-02
900464,Entered,0010136,Eagle Picher Technologies,2024-12-05 05:00:00,2025-10-22T00:00:00-04:00,2025-10-16T00:00:00-04:00,False,False,False,False,9570.0,1,D225998 (5),0006,1,1,100,TRUCK,Dillan Whistler,ExWorks-SanAntonioTX,THIRD PARTY,,,,CFR49-HM181,,"Please note the ""(5)' attached to the PO # is for internal use only. Please maintain the original PO # for all special instructions and packaging arrangements.","THIS IS A BLANKET ORDER - Release #5


PO No D225998  and Eagle Picher Acct No  must be referenced in the ""Shipper Reference"" or ""Billing  Reference"" area of all BOL, air bills and on all shipping labels, packing list and invoices. 

Must include COC with each shipment. COC must include Eagle Picher's PO D225998  and Part No 11-16-114-0; REV. A  

Must assure that a minimum of 75% of the shelf life is remaining at time of receprt at Eagle Picher. 

Tech Data Sheet must include the Manufacture Date and Retest Date.

LTL
UPS Freight or YRC - Third Party
Do Not use FedEx LTL Priority or Economy 
Account: Worldwirde Express W822199749 

Third Party Billing
Eagle Picher c/o Worlwide Express
2323 Victory Avenue
Suite 1600
Dallas, TX, 75219

Email SCFreight@wwex.com with shipment details for BOL and to schedule pickup.

Reference Account No W822199749

Third party billing instructions must appear on the BOL

Send Tracking information to Dillan Whistler at dillian.whistler@eaglepicher.com

Email for electronic invoicing: ap@eaglepicher.com",,,7,Eagle Picher Technologies,"1215 West ""C"" Street",,,Joplin,MO,64801,USA,(602) 794-9600,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-17T11:01:47.68-05:00,2025-01-17T11:01:47.68-05:00,[],{},2024-12-01,2024-12-02
900465,Entered,0008525,"Strem Chemicals, Inc.",2024-11-19 05:00:00,2025-03-31T00:00:00-04:00,2025-02-07T00:00:00-05:00,False,False,False,False,0.0,1,P24110145,0012,1,1,100,FEDEX FRT ECO,Clark Webb,ExWorks SanAntonioTX,COLLECT,,,pam@strem.com,CFR49-HM181,,,,,,-1,"Strem Chemicals, Inc.",7 Mulliken Way,Dexter Industrial Park,,Newburyport,MA,01950-4098,,(978) 499-1600,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-17T11:12:36.937-05:00,2025-02-06T16:04:37.42-05:00,[],{},2024-11-01,2024-11-18
900466,Entered,0012063,HACH Company,2025-01-13 05:00:00,2025-03-17T00:00:00-04:00,2025-03-03T00:00:00-05:00,True,False,False,False,260.0,1,691402 (2),0024,1,1,100,FEDEX GROUND,David Moore,EXWorks SanAntonioTX,COLLECT,,,,UPS Ground / FedEx Ground,PO No. 691402,"This is a partial ship against HACH Po. 691402. Shipment 2/2. The ""(2)"" on the PO number is used for internal purposes only, please keep the original PO number on all shipping documents.","SPECIAL INSTRUCTIONS:

FedEx Ground/Air Acct. No. 0503-0114-1 (Ames, IA)

Ground shipments < 400 lbs or non-haz, use FedEx Ground.

ALWAYS okay to ship early unless otherwise notified for end of year purchases

Do not declare or insure any shipment. HACH is self-insured.

All shipping documents and product labels must contain PO Number 691402.  

Email tracking number to David Moore at damoore@hach.com

Email invoice to accountspayable@hach.com and damoore@hach.com

Send TDS to buyer on PO and Dennis Mokaya at dmokaya@hach.com

Send copy of packing slip with every shipment.

This completes your order.",,,1,HACH Company,100 Dayton Ave,,,Ames,IA,50010,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-17T14:53:12.89-05:00,2025-03-17T10:37:46.727-04:00,[],{},2025-01-01,2025-01-13
900467,Entered,0012063,HACH Company,2025-01-16 05:00:00,2025-01-22T00:00:00-05:00,2025-01-21T00:00:00-05:00,True,False,False,False,0.0,1,691929,0024,1,1,100,FEDEX FRT PRIOR,David Moore,EXWorks SanAntonioTX,COLLECT,,,,CFR49-HM181,,,"SPECIAL INSTRUCTIONS:

FedEx Ground/Air Acct. No. 0503-0114-1 (Ames, IA)

ALWAYS okay to ship early unless otherwise notified for end of year purchases

Do not declare or insure any shipment. HACH is self-insured.

All shipping documents and product labels must contain PO Number 691929.  

Email tracking number to David Moore at damoore@hach.com

Email invoice to accountspayable@hach.com and damoore@hach.com

Send TDS to buyer on PO and Dennis Mokaya at dmokaya@hach.com

Send copy of packing slip with every shipment.",,,1,HACH Company,100 Dayton Ave,,,Ames,IA,50010,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-01-17T15:58:11.15-05:00,2025-01-27T10:24:57.137-05:00,[],{},2025-01-01,2025-01-13
