CustomerName,CustomerNumber,Inactive,Address1,Address2,Address3,City,State,Zip,Country,Phone,Email,Website,Division,TermsCode,PriceGroupCode,SalesAgentCode,TradeClass,TaxCode,Warehouse,BillingNumber,Currency,TaxExempt,PriceRemark,GeneralRemark,ShippingRemark,SpecialRemark1,SpecialRemark2,SpecialRemark3,SpecialRemark4,SpecialRemark5,SpecialRemark6,SpecialRemark7,SpecialRemark8,SpecialRemark9,SpecialRemark10,CreditOption,CreditLimit,CreateDate,UpdateDate,Truck,RemainingShelfLife,ShelfLifeUnit,ShelfLifeBasis,CustomFields
All American Pharmaceutical,0011369,True,2376 Main St.,,,Billings,MT,59105,USA,,MikeS@allamericanpharmaceutical.com,,1,AR10,C,0000,,100,,,,,,,,"For Sodium Phosphate place
item # RM 1388 on Bill of Lading",,,"For Sodium Phosphate place
item # RM 1388 on Bill of Lading",,,,,,,,1000.0,2024-01-10T15:57:50.003-05:00,2025-01-08T16:27:05.107-05:00,,,0,0,{}
University of Sydney,0011370,True,School of Chemical and,Biomolecular Engineering,NSW 2006,.,.,.,AUS,61293513002,alia@usyd.edu.au,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:57:50.76-05:00,2024-01-10T15:57:50.76-05:00,,,0,0,{}
Magic Depot,0011371,True,23218 S. 590 Road,,,Fairland,OK,74343,USA,(918) 845-5906,jenne@magic.org,,1,AR00,C,0000,,100,,,,,,,,See Di before processing any new orders.  Customers shipping address is a residential address according to UPS.,,,See Di before processing any new orders.  Customers shipping address is a residential address according to UPS.,,,,,,,,0.0,2024-01-10T15:57:51.577-05:00,2025-01-08T16:27:05.153-05:00,,,0,0,{}
USDA-ARS,0011372,True,1420 Experiment Station Rd.,"J. Phil Campbell Sr.,",Natural Conservation Center,Watkinsville,GA,30677,USA,(706) 769-5631,stephen.norris@ars.usda.gov,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:57:52.403-05:00,2024-01-10T15:57:52.403-05:00,,,0,0,{}
HHS LLC,0011373,False,1510 Ohio Ferro Road,,,Montgomery,AL,36117,USA,(334) 590-7650,kirchise2@hotmail.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:57:53.227-05:00,2024-01-10T15:57:53.227-05:00,,,0,0,{}
Israriego Cia Ltd,0011374,True,Ave.  La Prensa N50-41,"y Valdivieso, 00000",,.,.,.,ECU,5932-2025298,hpabon@israriego.com.ec,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:57:53.983-05:00,2024-01-10T15:57:53.983-05:00,,,0,0,{}
Scientific Equip. of Houston,0011375,True,24201 FM 2154,,,Navasota,TX,77868,USA,(832) 859-6217,sales@agile-fx.com,,1,AR03,C,0000,,100,,,,,,,,UPS Account #332 FX7,,,UPS Account #332 FX7,,,,,,,,0.0,2024-01-10T15:57:54.817-05:00,2025-01-08T16:27:05.2-05:00,,,0,0,{}
Kansas State University,0011376,True,1005 Durland Hall,,,Manhattan,KS,66506-5102,USA,(785) 532-5587,www.ksu.edu,,1,AR10,C,0000,,100,,,,,,,,FedEx Acct. No. 1005-6189-1,,,FedEx Acct. No. 1005-6189-1,,,,,,,,0.0,2024-01-10T15:57:55.59-05:00,2025-01-08T16:27:05.23-05:00,,,0,0,{}
University of Idaho,0011377,True,McClure Hall,Room 203,,Moscow,ID,83844,USA,(208) 885-7578,batt3780@vandals.uidaho.edu,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:57:56.363-05:00,2024-01-10T15:57:56.363-05:00,,,0,0,{}
Megap Ltd. Co.,0011378,True,MEGAP LTD. CO.,ODTU KOSGEB Tech. Develop.,Center No:203  06531 Ankara,.,.,.,TUR,,bilgi@megap.com.tr,,1,AR03,C,0000,,100,,,,,,,,,,,"TNT account number is 2005326.

Freight Forwarder: 
   Michael Lai
   Air and Ground World Transport
   Dallas Branch
   751 Port America Place, Ste#500
   Grapevine, TX 76051, U.S.A.
   Tel: 817-310 3999    Fax: 817-310 6383
   

**Sales, Please verify complete billing address and shipping address with customer**",,,,,,,,0.0,2024-01-10T15:57:57.243-05:00,2025-01-08T16:27:05.277-05:00,,,0,0,{}
"Wings Aerospace, LLC",0011379,True,10865 Clara Lane,,,Saint Petersburg,FL,33708,USA,(727) 599-9287,sales@wingsaero.com,,1,AR03,C,0000,,100,,,,,,,,UPS Account # 4248Y2,,,UPS Account # 4248Y2,,,,,,,,0.0,2024-01-10T15:57:58.003-05:00,2025-01-08T16:27:05.327-05:00,,,0,0,{}
Uni-Onward Corporation,0011380,False,"3F., No.93, Sec. 1,",Wenhua 1st Rd.,Taipei County 244,Linkou Shiang,.,.,TAI,011-886-226006699,,,1,AR07,C,0000,,100,,,,,,,,"FedEx Acct. No. 2998-2120-0   

Tech data sheet must have date of manufacture and retest date          

All wooden material for packaging must be fumigated when importing into Taiwan.  

Email invoice, tracking number, tech data sheet and SDS to Bee Shih",,,"9/15/14  Email to Bee re balance due on 483666.   
C/A's not required per Gemma - 14 NOV 2012
     
FedEx Acct. No. 2998-2120-0   

Tech data sheet must have date of manufacture and retest date          

All wooden material for packaging must be fumigated when importing into Taiwan.  

Email invoice, tracking number, tech data sheet and SDS to Bee Shih at bee@uni-onward.com.tw    

If using a forwarder, confirm with the customer which forwarder to use:  

Cheetah Express, Inc
(p) 227-366-5388
(f)  227-366-5389
Attn: Sylvie Hsu 
Email: sylvie@cheetahexpress.com

---OR---

Express Line Corporation
(p) 817-488-9582
(f) 817-488-9486 
Attn: Jade Chang
jade@expresslinecorp.com",,,,,,,,0.0,2024-01-10T15:57:58.82-05:00,2025-01-08T16:27:05.373-05:00,,,0,0,{}
KAMB Import-Export,0011381,True,Syrokomli 28,,,PL 03-335 Warszawa,.,.,POL,48226145471,kamb@kamb.com.pl,,1,AR03,C,0000,,100,,,,,,,,,,,"Reference PO # in all documents

Please include certificate of origin

N.S.",,,,,,,,0.0,2024-01-10T15:57:59.55-05:00,2025-01-08T16:27:05.42-05:00,,,0,0,{}
"Granovsky Associates, Inc.",0011382,True,1720 Barak Lane,,,Bryan,TX,77802,USA,(979) 691-2629,monty@granovsky.com,,1,AR03,C,0000,,101,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:16:23.1-05:00,2024-01-10T16:16:23.1-05:00,,,0,0,{}
Energy Solutions,0011385,False,"2345 Stevens Drive, Suite 240",,,Richland,WA,99354,USA,(509) 375-9509,bmpeters@energysolutions.com,,1,AR20,C,0000,,100,,,,,,,,"FedEx Acct No.:  3710-0224-3

For Bismuth Oxide orders (18446) do a Microtrac and include the PSD on the tech data.",,,"9/29/09  Per Nicole in A/P, 509-371-8006, terms are N45.  380090 should be paid 10/1.
               They pay every Thurs.                          
American Express
3702-940080-11000
Exp. 8/15
Barry M. Peter
2345 Stevens Dr
Richland, WA  99354

                                      
                                                                                                  
FedEx Acct No.:  3710-0224-3

For Bismuth Oxide orders (18446) do a Microtrac and include the PSD on the tech data.",,,,,,,,0.0,2024-01-10T15:58:00.31-05:00,2025-01-08T16:27:05.467-05:00,,,0,0,{}
NJIT,0011386,True,University Heights,Central Avenue MEC 204,,Newark,NJ,07102,USA,(201) 889-4116,skg32@njit.edu,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:01.11-05:00,2024-01-10T15:58:01.11-05:00,,,0,0,{}
Texas State Univ. San Marcos,0011387,True,Texas State University,San Marcos,"601 University Drive, RFM 5202",San Marcos,TX,78666,USA,(512) 245-1826,sr28@txstate.edu,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:01.897-05:00,2024-01-10T15:58:01.897-05:00,,,0,0,{}
Altus Technologies Pte Ltd,0011388,True,(Judicial Manager Appointed),No 70 Tuas South Street 5,,.,.,637806,SNG,(656) 779-7666,caimeigi@altus.com.sg,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:02.677-05:00,2024-01-10T15:58:02.677-05:00,,,0,0,{}
A West Specialties,0011389,False,P.O. Box 1144,,,Woodstock,GA,30188,USA,(770) 924-2069,westbrook.terry@gmail.com,,1,AR03,C,0000,,100,,,,,,,,,,,"VISA
4147-2021-2950-0490
Name: Terry L. Westbrook
Exp: 06/2016
CC Billing Address: 4050 Leicester Dr, Kennesaw, GA 30144",,,,,,,,0.0,2024-01-10T15:58:03.51-05:00,2025-01-08T16:27:05.513-05:00,,,0,0,{}
"PrintGuard, Inc.",0011390,True,1521 Grafton Road,,,Millbury,MA,01527,USA,(508) 890-8822,DRizika@antimarking.com,,1,AR03,C,0000,,100,,,,,,,,,,,UPS account # 979AR6,,,,,,,,0.0,2024-01-10T15:58:04.363-05:00,2025-01-08T16:27:05.56-05:00,,,0,0,{}
Case Western Reserve Univ.,0011391,True,10900 Euclid Ave,"A.W. Smith Bldg., Rm 118",,Cleveland,OH,44106,USA,(216) 368-4181,rochelle.stephens@case.edu,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:05.13-05:00,2024-01-10T15:58:05.13-05:00,,,0,0,{}
"Ceramatec, Inc.",0011392,False,2425 South 900 West,,,Salt Lake City,UT,84119-1517,USA,(801) 433-3630,kadota@ceramatec.com,,1,AR03,C,0000,,100,,,,,,,,,,,UPS account A9T975,,,,,,,,0.0,2024-01-10T15:58:05.907-05:00,2025-01-08T16:27:05.607-05:00,,,0,0,{}
Sun Industries,0011393,True,2101 S Yale St,,,Huntington Beach,CA,92648,USA,(714) 392-2662,sunfrederick@socal.rr.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:06.687-05:00,2024-01-10T15:58:06.687-05:00,,,0,0,{}
Baylor University-C.R.A.S.R,0011394,True,"101 Bagby Ave, BSB",,C434R,Waco,TX,76706,USA,(254) 710-2358,vasan_tibbs@baylor.edu,,1,AR03,C,0000,,101,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:16:23.917-05:00,2024-01-10T16:16:23.917-05:00,,,0,0,{}
University of Calif. at Davis,0011395,False,1 Shields Ave.,2160 E. Kemper Hall,,Davis,CA,95616-5270,USA,,vstanton@ucdavis.edu,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:07.527-05:00,2024-01-10T15:58:07.527-05:00,,,0,0,{}
Corpus Christi Army Depot,0011396,False,10221 Avenue E Building 1770,,,Corpus Christi,TX,78419-5260,USA,(361) 961-3913,cruz.zamudio@us.army.mil,,1,AR30,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:08.323-05:00,2024-01-10T15:58:08.323-05:00,,,0,0,{}
"Heat Genie, Inc",0011397,False,3913 Todd Lane Ste 509,,,Austin,TX,78744,USA,(512) 501-3800,tbookout@ibtxinc.com,,1,AR03,C,0000,,101,,,,,,,,"Previously Iron Bridge Technologies (name change effective 9/12/2011 (SC)    

UPS Acct. No. 9W3 R34

When shipping by truck, contact Chris Martell (chris@poweredbyheatgen.com) when the material is ready and he will set up the pick up.

Send tracking info",,,"Previously Iron Bridge Technologies (name change effective 9/12/2011 (SC)    

UPS Acct. No. 9W3 R34

When shipping by truck, contact Chris Martell (chris@poweredbyheatgen.com) when the material is ready and he will set up the pick up.

Send tracking information to purchasing agent and CC Chris Martell at chris@poweredbyheatgen.com

Do NOT charge sales tax if shipping out of Texas",,,,,,,,0.0,2024-01-10T16:16:24.71-05:00,2025-01-08T16:27:05.67-05:00,,,0,0,{}
"Symcon, Inc.",0011398,False,"10612-D Providence Rd., #716",,,Charlotte,NC,28277,USA,(704) 844-6002,sdanus@symcongroup.com,jturner@symcongroup.com,1,AR30,C,0000,,100,,,,,,,,"FedEx Acct No.:  2484-9207-4 (Air and Ground)  
FedEx Freight Acct No. 90687321 (Truck)
Conway Acct No.:  SYMCA-NCH-000
Southeastern  Acct No.:  007-212803


Email invoice to: accounting-usa@symcongroup.com and selina@symcongroup.com

For shipping instruc",,,"10/23/23 emailed ap ref 626266
10/23/23 check mailed 10/14/23
FedEx Acct No.:  2484-9207-4 (Air and Ground)  
FedEx Freight Acct No. 90687321 (Truck)
Conway Acct No.:  SYMCA-NCH-000
Southeastern  Acct No.:  007-212803


Email invoice to: accounting-usa@symcongroup.com and selina@symcongroup.com

For shipping instructions email selina@symcongroup.com and phillip@symcongroup.com",,,,,,,,6000.0,2024-01-10T15:58:09.167-05:00,2025-01-08T16:27:05.717-05:00,,,0,0,{}
"Young Again Products, Inc.",0011399,True,310 N Front St,Suite 150,,Wilmington,NC,28401,USA,(910) 371-6775,yap1993@aol.com,,1,AR07,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:09.88-05:00,2024-01-10T15:58:09.88-05:00,,,0,0,{}
"Bays Floor Service, Inc",0011400,True,240-a Wythal Road,,,Saint Albans,WV,25177,USA,(304) 415-9119,shamzalot@yahoo.com,,1,AR07,C,0000,,100,,,,,,,,,,,"3/15/11  Left message for J Cooper re 416203.  Diana had left messages earlier.  CC
               was declined but order was approved to ship as this was ongoing cust.
3/18/11  Phone for Mark Bays temporarily out of service        
3/18/11  Tried unsuccessfully to use other CC of J Cooper.  CC number error - declined.                        
4736 9000 0503 0568
exp 11/11
sec 096
Mark Bays
  
                                       
Per Mark okay to change address from:
1270 Smithcreek Rd
Charleston, WV 25309

New Address:
240-a Wythal Road
Saint Albans, WV 25177

Company has moved to new location per Joseph Cooper and Mark.",,,,,,,,0.0,2024-01-10T15:58:10.573-05:00,2025-01-08T16:27:05.763-05:00,,,0,0,{}
"Solicore, Inc.",0011401,True,2700 Interstate Drive,,,Lakeland,FL,33805,USA,(863) 937-0369,yshu@solicore.com,,1,AR00,C,0000,,100,,,,,,,,UPS # 4R82A8,,,UPS # 4R82A8,,,,,,,,0.0,2024-01-10T15:58:11.327-05:00,2025-01-08T16:27:05.81-05:00,,,0,0,{}
Dyesol Australia Pty Ltd,0011402,True,3 Dominion Place,Queanbeyan,NSW 2620,.,.,.,AUS,(026) 299-1592,jgun@dyesol.com,,1,AR03,C,0000,,100,,,,,,,,"FedEx Account no. 2409-4946-6

E-mail tracking no. to Jenitta at jgun@dyesol.com",,,"FedEx Account no. 2409-4946-6

E-mail tracking no. to Jenitta at jgun@dyesol.com",,,,,,,,0.0,2024-01-10T15:58:12.003-05:00,2025-01-08T16:27:05.857-05:00,,,0,0,{}
SunPrint Inc,0011403,True,870 Harbour Way South,,,Richmond,CA,94804,USA,(510) 965-0868,adrian@sunprint.com,,1,AR03,C,0000,,100,,,,,,,,UPS # 355 1W5,,,UPS # 355 1W5,,,,,,,,0.0,2024-01-10T15:58:12.67-05:00,2025-01-08T16:27:05.92-05:00,,,0,0,{}
Nucleoelectrica Argentina SA,0011404,True,Camino a Atucha s/n altura,"Km. 100, Ruta 9",Lima 2806 Zarata Buenos Aires,.,.,.,ARG,,juranga@na-sa.com.ar,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:13.373-05:00,2024-01-10T15:58:13.373-05:00,,,0,0,{}
"RPM Innovations, Inc.",0011405,False,333 Concourse Drive,,,Rapid City,SD,57703,USA,(605) 348-0555,matt.westendorf@rpm-innovations.com,www.rpm-innovations.com,1,AR10,C,0000,,100,,,,,,,,"UPS Acct. No. 197-33V

Email copy of Invoice to Stephanie Maki at Stephanie.Maki@RPM-Innovations.com",,,"UPS Acct. No. 197-33V

Email copy of Invoice to Stephanie Maki at Stephanie.Maki@RPM-Innovations.com",,,,,,,,2000.0,2024-01-10T15:58:14.053-05:00,2025-01-08T16:27:05.95-05:00,,,0,0,{}
Blistex,0011406,True,1800 Swift Dr.,,,Oak Brook,IL,60523,USA,,kbielarski@blistex.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:14.767-05:00,2024-01-10T15:58:14.767-05:00,,,0,0,{}
Tinker Air Force Base,0011407,False,B1-Bomber 565 AMXS/MXDPAB,Bldg 2122 Post F40,,Oklahoma City,OK,73145,USA,(405) 736-5878,steve.keesee@tinker.af.mil,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:15.56-05:00,2024-01-10T15:58:15.56-05:00,,,0,0,{}
Simbol Mining Corporation,0011408,True,6920 Koll Ctr. Pwky. Ste. 213,,,Alameda,CA,94501-1010,USA,(925) 226-7412,smartin@simbolmining.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:16.317-05:00,2024-01-10T15:58:16.317-05:00,,,0,0,{}
H. Lundbeck A/S,0011409,True,Ottiliavej 9,DK-2500 Valby,"Copenhagen, DENMARK",.,.,.,DK,(453) 630-1311,piha@lundbeck.com,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:17.053-05:00,2024-01-10T15:58:17.053-05:00,,,0,0,{}
University of Rochester,0011410,True,70 Goler House,,,Rochester,NY,14620,USA,(585) 355-5556,shimon@optics.rochester.edu,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:17.84-05:00,2024-01-10T15:58:17.84-05:00,,,0,0,{}
Celtic Chemicals Ltd,0011411,True,"Unit 25, Kenfig Industrial","Estate, Margom, Port Talbot",SA13 2PE,.,.,.,UK,44 1656 749358,ben.donald@celticchemicals.com,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:18.607-05:00,2024-01-10T15:58:18.607-05:00,,,0,0,{}
"Texas Industries, Inc",0011412,True,1341 West Mockingbird Lane,,,Dallas,TX,75247,USA,(972) 647-3846,dcrocker@txi.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:47:18.797-05:00,2024-01-10T15:47:18.797-05:00,,,0,0,{}
"Hammond Group, Inc.",0011413,False,P.O. Box 6408,,,Hammond,IN,46320-6408,USA,(219) 931-9360,dgowaty@hammondlead.com,,1,AR10,C,0000,,100,,,,,,,,"INTERNAL NOTE: Orders with Terms, Customer prefers UPS Ground - Prepay & Add

FedEx Acct. No. 1001-1566-2

Email tech data sheet to Daniel Gowaty at dgowaty@hmndgroup.com, Mohammed Rashid at mrashid@hmndgroup.com, Jon Helgeland at jhelgeland@hmndgroup.com",,,"8/3/12  Left message for Tom in A/P re 443571.    
INTERNAL NOTE: Orders with Terms, Customer prefers UPS Ground - Prepay & Add

FedEx Acct. No. 1001-1566-2

Email tech data sheet to Daniel Gowaty at dgowaty@hmndgroup.com, Mohammed Rashid at mrashid@hmndgroup.com, Jon Helgeland at jhelgeland@hmndgroup.com and Matthew Boone at mboone@hmndgroup.com

Email tracking number to Thomas Slaboski at tslaboski@hmndgroup.com",,,,,,,,0.0,2024-01-10T15:58:19.423-05:00,2025-01-08T16:27:05.997-05:00,,,0,0,{}
Peerless Mfg. Co.,0011415,True,14651 North Dallas Pkwy,Suite 500,,Dallas,TX,75254,USA,(972) 559-6375,jeffjordan@peerlessmfg.com,,1,AR03,C,0000,,101,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:16:25.463-05:00,2024-01-10T16:16:25.463-05:00,,,0,0,{}
FC & Associates,0011416,True,19805 North Creek Parkway,,,Bothell,WA,98011,USA,(206) 347-3523,mtan@flowcelltech.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:20.033-05:00,2024-01-10T15:58:20.033-05:00,,,0,0,{}
Northeastern State University,0011417,True,600 North Grand Avenue,,,Tahlequah,OK,74464,USA,(918) 207-7220,lovelacl@nsuok.edu,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:20.693-05:00,2024-01-10T15:58:20.693-05:00,,,0,0,{}
Nutrisol LLC,0011418,False,2705 N. Mule Ranch Road,,,Corinne,UT,84307,USA,(435) 744-1035,bhagen@nutrisolsolutions.com,,1,AR15,C,0000,,100,,,,,,,,"UPS Acct. No. 88F-1E1

SALES:  Ensure any hazardous packaging (Poison Packs, etc.) and hazardous fees are included on their PO to avoid issues of nonpayment.  Per Mark Machaud  

Email tracking number to:
Brent Hagen at bhagen@nutrisol.com
Heidi Wright at hwright@nutrisol.com
Danielle Edmonds at dedmonds@nutrisol.com ***(This is who arranges shipping)***

Email invoices: ap@nutrisol.com
                                
For truck shipments: 
Contact Danielle Edmonds: dedmonds@nutrisolsolutions.com
on the day the material is to ship to make arrangements for the truck.  

Mark B/L:  Shipping/Receiving dock time 3 pm to 5 pm

Manufacture and Retest Date required on all TDS

SODIUM METAVANADATE: Send 50 g pre-shipment sample for evaluation. Do not release until customer approval.",,,"6/16/10  Brent said 398119 will be paid this week.

3/12/14  left message for Brent re 472633, order on hold.      
4/1/14  sent email to Brent re 472633 short paid 40.00        
8/19/14  sent email to Brent re 482280
 8/20/14  Brent said will issue check this week
1/18/15  Brent not in until 12/21.  Emailed him at bhagen@nutrisolsolutions.com
               re 5 invoices.  Brent responded, said ck has been cut, they have been 
               relocating plants.
6/30/16  Brent said paying 3 oldest invoices, not the most recent that I asked for.
6/30/16  Account put on credit hold.
7/21/16  Sent email to Brent re 514631, 515346.  Acct on hold notice
7/21 16   Brent said check has been mailed.
11/17/16  open credit terms removed, notified Brent

4/26/23 emailed Johnny H. ref 618621 & 620546
6/13/23 emailed Johnny ref 622174

UPS Acct. No. 88F-1E1

SALES:  Ensure any hazardous packaging (Poison Packs, etc.) and hazardous fees are included on their PO to avoid issues of nonpayment.  Per Mark Machaud  

Email tracking number to:
Brent Hagen at bhagen@nutrisolsolutions.com
Heidi Wright at hwright@nutrisolsolutions.com
                                
For truck shipments: 
Contact Danielle Edmonds: dedmonds@nutrisolsolutions.com
on the day the material is to ship to make arrangements for the truck.  

Mark B/L:  Shipping/Receiving dock time 3 pm to 5 pm

 Credit Card information on file with Mark.                                                                             
                                               
SODIUM METAVANADATE: Send 50 g pre-shipment sample for evaluation. Do not release until customer approval. 

Manufac and Retest Date required on all TDS",,,,,,,N,0.0,2024-01-10T15:58:21.457-05:00,2025-02-19T16:44:58.427-05:00,,,0,0,{}
Farouk Systems Inc.,0011419,False,Attn: Accounts Payable,250 Pennbright Drive,,Houston,TX,77090,USA,(281) 876-2000,mmiles@farouk.com,,1,AR10,C,0000,,100,,,,,,,,"UPS Acct. No. 776-619

Email tracking number to Maribel Peru at mperu@farouk.com and Matt Miles at mmiles@farouk.com

Invoices go to ap@farouk.com",,,"5/13/19 contacted Farouk about past due invoice mmiles@farouk.com
5/14/19 heard back from Farouk. The AP contact is agaddy@farouk.com  Angela
5/31/19 Contacted Farouk again. The issue was the sales tax. I spoke with Sonya and she was supposed to request a credit for the tax. I had told Farouk to short pay the invoice by the sales tax and they did not pay. I have asked them again.
UPS Acct. No. 776-619

Email tracking number to Maribel Peru at mperu@farouk.com and Matt Miles at mmiles@farouk.com

Invoices go to ap@farouk.com",,,,,,,,2000.0,2024-01-10T15:58:22.267-05:00,2025-01-08T16:27:06.09-05:00,,,0,0,{}
Rapid Innovations,0011420,True,1310 Oneida Avenue,,,Bellmore,NY,11710,USA,(516) 698-9902,wpteres917@gmail.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:23.027-05:00,2024-01-10T15:58:23.027-05:00,,,0,0,{}
Numira Biosciences Inc.,0011422,True,560 Arapeen Dr,Suite 250,,Salt Lake City,UT,84108,USA,(801) 320-0682,jpoe@numirabio.com,,1,AR03,C,0000,,100,,,,,,,,,,,"2/9/12  Left message in general mailbox re 431581.  Sent email to Sergio.        
3/7/12   Left message in A/P ext 313 re 431581.                                                                     
UPS Ground Account No 286591817",,,,,,,,500.0,2024-01-10T15:58:23.747-05:00,2025-01-08T16:27:06.137-05:00,,,0,0,{}
Lyondell Basell,0011423,True,11530 Northlake Drive,,,Cincinnati,OH,45249,USA,(513) 530-4173,chun.lee@lyondellbasell.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:24.52-05:00,2024-01-10T15:58:24.52-05:00,,,0,0,{}
Cargille Laboratories,0011424,False,55 Commerce Rd,,,Cedar Grove,NJ,07009-1289,USA,(973) 239-6633,,,1,AR30,C,0000,,100,,,,,,,,UPS Acct. No. 060 455,,,UPS Acct. No. 060 455,,,,,,,,0.0,2024-01-10T15:58:25.237-05:00,2025-01-08T16:27:06.183-05:00,,,0,0,{}
Cleveland Electric Labs,0011425,True,1776 Enterprise Parkway,,,Twinsburg,OH,44087,USA,(330) 425-4747,jlantz@thermocouple.cc,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:25.903-05:00,2024-01-10T15:58:25.903-05:00,,,0,0,{}
Brazeway Inc.,0011427,False,2711 East Maumee Street,,,Adrian,MI,49221,USA,(517) 265-2121,vsomani@brazeway.com,,1,AR10,C,0000,,100,,,,,,,,"UPS Acct. No. 456-384
FedEx Acct. No. 1039-2082-5",,,"UPS Acct. No. 456-384
FedEx Acct. No. 1039-2082-5",,,,,,,,0.0,2024-01-10T15:58:26.62-05:00,2025-01-08T16:27:06.23-05:00,,,0,0,{}
Eion Energy,0011428,True,5070 Robert J. Mathews Pkwy,Suite 100 & 400,,El Dorado Hills,CA,95762,USA,(916) 220-1963,yluo@eionenergy.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:27.377-05:00,2024-01-10T15:58:27.377-05:00,,,0,0,{}
Jet-Lube Inc.,0011429,True,4849 Homestead Street,Suite 232,,Houston,TX,77226-1258,USA,(713) 670-5703,gprante@jetlube.com,,1,AR03,C,0000,,101,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:16:26.277-05:00,2024-01-10T16:16:26.277-05:00,,,0,0,{}
Nutra Manufacturing,0011430,True,1050 Woodruff Rd.,,,Greenville,SC,29607,USA,(864) 297-1400,perry.sprayberry@nutramfg.com,,1,AR03,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:28.133-05:00,2024-01-10T15:58:28.133-05:00,,,0,0,{}
Synectic Engineering,0011431,True,60 Commerce Park,,,Milford,CT,06460,USA,(203) 877-8488,ebutt@synectic.net,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:28.823-05:00,2024-01-10T15:58:28.823-05:00,,,0,0,{}
Texas Marine Coatings,0011432,True,"9225 Katy Freeway, Ste 103",,,Houston,TX,77024,USA,(713) 465-5522,trestec@swbell.net,,1,AR00,C,0000,,101,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T16:16:27.047-05:00,2024-01-10T16:16:27.047-05:00,,,0,0,{}
Chevron Phillips Chemical Comp,0011433,True,Highway 60 and 123,Bartlesville Technology Center,Building 92F,Bartlesville,OK,74004,USA,(918) 661-7156,mitchmd@cpchem.com,,1,AR00,C,0000,,100,,,,,,,,,,,,,,,,,,,0.0,2024-01-10T15:58:29.543-05:00,2024-01-10T15:58:29.543-05:00,,,0,0,{}
