OrderNumber,OrderStatus,CustomerNumber,CustomerName,OrderDate,ShipDate,PromisedDate,Closed,CreditHold,OnHold,BlanketOrder,Amount,OrderType,CustomerPurchaseOrderNumber,SalesAgent,Division,Warehouse,TaxCode,ShipperID,Attention,FOB,FreightOption,FreightAmount,FreightCost,Email,FreeField1,FreeField2,OrderRemarks,InternalRemarks,OrderRemark3,OrderRemark4,ShipToSequence,ShipToName,ShipToAddress1,ShipToAddress2,ShipToAddress3,ShipToCity,ShipToState,ShipToZip,ShipToCountry,Phone,ShipFromName,ShipFromAddress1,ShipFromAddress2,ShipFromAddress3,ShipFromCity,ShipFromState,ShipFromZip,ShipFromCountry,MiscCharge1,MiscCharge1GL,MiscCharge1Reason,MiscCharge1Tax,MiscCharge2,MiscCharge2GL,MiscCharge2Reason,MiscCharge2Tax,MiscCharge3,MiscCharge3GL,MiscCharge3Reason,MiscCharge3Tax,MiscCharge4,MiscCharge4GL,MiscCharge4Reason,MiscCharge4Tax,NumberOfPallets,ShippingZone,Truck,TruckRunId,TruckRunDate,StopNumber,StandingOrderRelease,ExternalTracking,CreateDate,UpdateDate,items,CustomFields,Month
900735,Entered,0012591,"Biotron Laboratories, Inc.",2025-02-27,2025-03-19T00:00:00-04:00,2025-04-24T00:00:00-04:00,False,False,False,False,6539.0,1,OGDENPO0072303,0012,1,1,100,TRUCK,,EXW San Antonio TX,COLLECT,,,alex@Biotronlabs.com,CFR49-HM181,,,"Contact Melody Cruz at melody@actylis.com and JoAnna Garcia at jgarcia@actylis.com to arrange the shipping for this order and send them the email confirmation.

Do not ship more than one lot without prior approval

Include manufacture date & insp and retest date on COA

Email invoices to: ap.biotron@actylis.com",,,3,"Biotron Laboratories, Inc. d/b/a Actylis",766 South Depot Drive,,,Ogden,UT,84404,USA,(801) 298-8438,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-10T16:46:47.503-04:00,2025-03-10T16:49:28.797-04:00,[],{},2025-02
900736,Entered,0005041,Evonik Corporation,2025-03-06,2025-04-16T00:00:00-04:00,2025-04-16T00:00:00-04:00,False,False,False,False,3016.0,1,4709573056,0000,1,1,100,FEDEX FRT ECO,1,EXW San Antonio TX,PPD & ADDED,,,bobby.marcet@evonik.com,CFR49-HM181,,,"Gross and net amounts must be stated on the invoice.

Line item number must be on the invoice

The invoice must contain the Evonik contact name that authorized the purchase of goods or requested the Service

P.O. Number 4709573056 must be on all documents

Email invoices to:  US-Invoice@Evonik.com

Email SDS to Dwayne Gruel at dwayne.gruel@evonik.com and John Sims at john.sims@evonik.com and Mike Creel at 
mike.creel@evonik.com

PLEASE SEND ALL ORDER CONFIRMATIONS TO orderresponse@Evonik.com (in PDF
format/file))INCLUDING THE COUNTRY OF ORIGIN",,,4,Evonik Corporation,"Hydrogen Peroxide Plant, Mobile",4201 Evonik Road,Attn: T Harrison,Theodore,AL,36582,,(251) 443-4000,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-10T17:52:24.733-04:00,2025-03-11T10:43:51.823-04:00,[],{},2025-03
900737,Entered,0011337,World Bioproducts LLC,2024-12-11,2025-03-21T00:00:00-04:00,2025-02-28T00:00:00-05:00,False,False,False,False,1743.0,1,PA-12804-1,0000,1,1,100,FEDEX FRT ECO,Diane Rasor,ExWorksSan AntonioTX,COLLECT,,,,CFR49-HM181,,,"**** WHEN SENDING A ORDER CONFIRMATION WITH MORE THAN ONE RELEASE DO NOT SEND CUSTOMER A THIS 'COMPLETES YOUR ORDER'
EMAIL CONFIRMATION IT CONFUSES DIANE RASOR*****

FedEx Freight Acct. No. 419499803

Include Date of Manufacture and Retest Date on all shipping documents and product labels.

For TRUCK shipments, ship via: FedEx Freight ECONOMY, unless otherwise advised

Ship orders on the same skid if they are shipping on the same day.

For truck shipments, mark the B/L:  
Receiving Hours 8:30 am to 1:30 pm

Email invoice to ap@worldbioproducts.net 

Email tracking number to Diane Rasor at drasor@worldbioproducts.net",,,1,World Bioproducts LLC,1600 Northwind Blvd,Receiving,Raw Materials Warehouse,Libertyville,IL,60048,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-11T11:00:47.98-04:00,2025-03-11T11:03:18.287-04:00,[],{},2024-12
900738,Entered,0011337,World Bioproducts LLC,2024-12-11,2025-04-04T00:00:00-04:00,2025-04-04T00:00:00-04:00,False,False,False,False,1743.0,1,PA-12804-2,0024,1,1,100,FEDEX FRT ECO,Diane Rasor,ExWorksSan AntonioTX,COLLECT,,,,CFR49-HM181,,,"**** WHEN SENDING A ORDER CONFIRMATION WITH MORE THAN ONE RELEASE DO NOT SEND CUSTOMER A THIS 'COMPLETES YOUR ORDER'
EMAIL CONFIRMATION IT CONFUSES DIANE RASOR*****

FedEx Freight Acct. No. 419499803

Include Date of Manufacture and Retest Date on all shipping documents and product labels.

For TRUCK shipments, ship via: FedEx Freight ECONOMY, unless otherwise advised

Ship orders on the same skid if they are shipping on the same day.

For truck shipments, mark the B/L:  
Receiving Hours 8:30 am to 1:30 pm

Email invoice to ap@worldbioproducts.net 

Email tracking number to Diane Rasor at drasor@worldbioproducts.net",,,1,World Bioproducts LLC,1600 Northwind Blvd,Receiving,Raw Materials Warehouse,Libertyville,IL,60048,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-11T11:05:26.407-04:00,2025-03-11T11:05:26.407-04:00,[],{},2024-12
900739,Entered,0011337,World Bioproducts LLC,2024-12-11,2025-05-05T00:00:00-04:00,2025-05-05T00:00:00-04:00,False,False,False,False,1743.0,1,PA-12804-3,0024,1,1,100,FEDEX FRT ECO,Diane Rasor,ExWorksSan AntonioTX,COLLECT,,,,CFR49-HM181,,,"**** WHEN SENDING A ORDER CONFIRMATION WITH MORE THAN ONE RELEASE DO NOT SEND CUSTOMER A THIS 'COMPLETES YOUR ORDER'
EMAIL CONFIRMATION IT CONFUSES DIANE RASOR*****

FedEx Freight Acct. No. 419499803

Include Date of Manufacture and Retest Date on all shipping documents and product labels.

For TRUCK shipments, ship via: FedEx Freight ECONOMY, unless otherwise advised

Ship orders on the same skid if they are shipping on the same day.

For truck shipments, mark the B/L:  
Receiving Hours 8:30 am to 1:30 pm

Email invoice to ap@worldbioproducts.net 

Email tracking number to Diane Rasor at drasor@worldbioproducts.net",,,1,World Bioproducts LLC,1600 Northwind Blvd,Receiving,Raw Materials Warehouse,Libertyville,IL,60048,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-11T11:08:35.447-04:00,2025-03-11T11:08:35.463-04:00,[],{},2024-12
900740,Entered,0011337,World Bioproducts LLC,2024-12-11,2025-06-05T00:00:00-04:00,2025-06-05T00:00:00-04:00,False,False,False,False,1743.0,1,PA-12804-4,0024,1,1,100,FEDEX FRT ECO,Diane Rasor,ExWorksSan AntonioTX,COLLECT,,,,CFR49-HM181,,,"**** WHEN SENDING A ORDER CONFIRMATION WITH MORE THAN ONE RELEASE DO NOT SEND CUSTOMER A THIS 'COMPLETES YOUR ORDER'
EMAIL CONFIRMATION IT CONFUSES DIANE RASOR*****

FedEx Freight Acct. No. 419499803

Include Date of Manufacture and Retest Date on all shipping documents and product labels.

For TRUCK shipments, ship via: FedEx Freight ECONOMY, unless otherwise advised

Ship orders on the same skid if they are shipping on the same day.

For truck shipments, mark the B/L:  
Receiving Hours 8:30 am to 1:30 pm

Email invoice to ap@worldbioproducts.net 

Email tracking number to Diane Rasor at drasor@worldbioproducts.net",,,1,World Bioproducts LLC,1600 Northwind Blvd,Receiving,Raw Materials Warehouse,Libertyville,IL,60048,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-11T11:14:25.863-04:00,2025-03-11T11:14:25.863-04:00,[],{},2024-12
900741,Entered,0005290,BASF Mobile Emissions Catalyst,2025-03-04,2025-06-16T00:00:00-04:00,2025-06-16T00:00:00-04:00,False,False,False,False,7480.0,1,6000211115,0012,1,1,100,TRUCK,Galvin Maehew,Exworks SanAntonioTX,COLLECT,,,galvin.maehew@basf-catalystsmetals.com,CFR49-HM181,,,"Package in drums/totes clearly stating the lot number, BASF Part #, Gross/Net Weights.  2"" RED Color tape to be placed around each drum just below the Noah product label as indicated below.  Use color paint for the ears of the totes. 

BaSulfate - Red (4 drums / pallet) 

For BaSulfate - Make sure a 100 gm retention sample has been pulled for each lot shipped 

Put an additional product label on the top of each drum.

Different products should be palletized separately.  Same products with different lot numbers must be palletized separately.

The following information must be on the BOL:

P.O. # 6000211115 and trailer seal # 

Material to be delivered to BASF on Wednesday, June 18, 2025.

To arrange for transport send an email to  Landstar at totlslg@landstarmail.com the Wednesday prior to the ship date with all the shipping details including P.O. number and delivery date.

Truck is to be exclusive use with an NTC seal applied after loading.    

P/L & C/A to be sent to HuntsvilleQC@basf-catalystsmetals.com. If emails don't go through fax to QC at (256) 774-4772

Send packing list and COA as soon as the order leaves our warehouse

Email invoice to Payables-Invoice-US32@basf-catalystsmetals.com",,,11,Schnellecke Logistics,9603 Kellner Road,,,Huntsville,AL,35824,USA,(256) 464-6220,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-11T15:00:32.157-04:00,2025-03-11T16:32:04.06-04:00,[],{},2025-03
900742,Entered,0005059,Ortho Clinical Diagnostics,2025-03-05,2025-04-08T00:00:00-04:00,2025-04-08T00:00:00-04:00,False,False,False,False,26859.6,1,PO 0130337765,0012,1,1,100,TRUCK,,EXW San Antonio TX,COLLECT,,,,CFR49-HM181,,,"Email order confirmation and any other documents sent to Brian Whiteman, at brian.whiteman@quidelortho.com.

Make a huge label with the following:

LITHIUM HYDROXIDE, MONOHYDRATE
Noah Code C2039
OCD No. R229
SCD No. 04923
Noah Lot Number:_____________
Health/Safety Info No. 904923
H=3, F=0, R=0

-----
Show purchase order number and part number on bill of lading.

If Hazardous email christopher.ranalletti@orthoclinicaldiagnostics.com

Shipments between 150 lb and less than 5000 lb or ~12 pallets must ship via TRUCK via JBHUNT 360 
 
BOL/ Airway Bill should be marked Third Party Billing to:
   Ortho Clinical Diagnostics  
   C/O CT Logistics Team 17
   PO BOX 30382
   Middleburg Heights, OH 44130 

Pallets must be heat treated / fumigated

For questions on Shipping/routing guide/JB BOL contact:
Eric Kimbro at eric.kimbro@jbhunt.com
or Valerie Wood Valerie.Wood@jbhunt.com

Email invoices to  APinvoices-NA@orthoclinicaldiagnostics.com 

JB Hunt BOL must be sent with shipments.

Per Brian Whiteman ship to 
Bldg. 313, Door W, South Dock when shipping to:
100 Latona Rd., Gate 340
Rochester, NY, 14626",,,1,Ortho Clinical Diagnostics,"100 Latona Rd., Gate 340",,,Rochester,NY,14626,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-11T15:36:32.073-04:00,2025-03-13T10:42:18.607-04:00,[],{},2025-03
900743,Entered,CS05004,"Crazy Bottling Company, LLC.",2025-02-28,2025-04-01T00:00:00-04:00,2025-03-11T00:00:00-04:00,False,False,False,False,2421.0208,1,CB000822,0032,1,1,100,UPS FREIGHT,,EXW San Antonio TX,PPD & ADDED,,,justin@famouswater.com,CFR49-HM181,,,"After shipment call UPS Freight for shipping charges and add to the invoice 

Email invoice to justin@famouswater.com",,,-1,"Crazy Bottling Company, LLC.",209 NW 6th St.,,,Mineral Wells,TX,76067,USA,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-11T16:58:32.52-04:00,2025-03-12T15:04:44.367-04:00,[],{},2025-02
900744,Entered,0013097,"Pyrotechnique by Grucci, Inc.",2025-03-11,2025-04-15T00:00:00-04:00,2025-04-15T00:00:00-04:00,False,True,False,False,138517.62,1,PBG010481,0012,1,1,100,XPO,Karli Beecher,ExWorks-SanAntonioTX,COLLECT,,,,CFR49-HM181,,,"First Partial ship date is est. 15 April, 2025 for 642.68 LB (Material is on back order and in stock)

2nd and final shipment is est. 1 July, 2025 for remaining quantity of 5,8 LB that is on back order

XPO Logistics - Account number is 33822574

Ensure PO number PBG010481 appears on invoice

Include Certificate of Compliance and Certificate of Origin with shipment

COA shall be present, comply to 99% pure. 

Each container shall have a label present that clearly indentifies the product, manufacturer's name, product identification, hazard warrning label and label shall not be peeling.  

Email Invoice to accounting@grucci.com

Email order confirmation to kbeechler@grucci.us and morey@grucci.us",,,2,"Pyrotechnique by Grucci, Inc.",Attn: Receiving,5221 Shaedawn Pky,,Dublin,Va,24084,USA,540-307-5660,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-11T17:00:46.703-04:00,2025-03-12T11:13:23.397-04:00,[],{},2025-03
900745,Entered,15042,QorTek,2025-03-05,2025-03-11T00:00:00-04:00,2025-03-14T00:00:00-04:00,False,True,False,False,500.0,1,3995-1,0032,1,1,100,FEDEX GROUND,,ExWorks San Antonio,COLLECT,,,,UPS Ground / FedEx Ground,,,"FedEx Acct. No. 228057436

Email invoice to jmoretz@qortek.com",,,1,QSC,2120 Old Gatesburg Road,Suite A,,State College,PA,16803,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-11T17:16:00.247-04:00,2025-03-13T16:31:36.527-04:00,[],{},2025-03
900746,Entered,0008472,Avantor Performance Materials,2025-03-06,2025-04-08T00:00:00-04:00,2025-03-06T00:00:00-05:00,False,False,False,False,6242.4,1,8100109792,0012,1,1,100,R & L CARRIERS,2,ExWorks-SanAntonioTX,THIRD PARTY,,,kathy.grimes@avantormaterials.com,CFR49-HM181,,,"Do not ship material until we receive Avantor labels

Apply only labels provided by Avantor on each bottle and on each poison pack. Use neutral tape to secure the poison pack. A plain UN label containing the hazardous information of the product must be on each poison pack. 

Place the poison packs in an overpack. The overpack must contain an address label and a product label indicating the number of poison packs and product contained. Place overppack on a skid and band it to the skid. (if purchasing two products include the following: The products must not be mixed in the overpack)

Pallets must be heat treated and stamped.

Must be one lot

They do not accept material with a shelf life less than 12 months.

Warehouse to complete pgs. 5-6-7 of the Avantor Label & Request Accountability form provided. 

Preferred truck carrier: R&L
Backup carrier: YRC 

Need Certificate of Origin with each order

Use Avantor's new routing guide for inbound and 3rd party shipments:
https://www.avantorsciences.com/pages/en/how-to-ship

FOR PARIS, KY DELIVERIES ONLY
Include on the BOL:  Call (859) 987-9487 or (859) 987-9434 to schedule an appointment prior to delivering the material.  If none of the above can be contacted, call the Guard office at (859) 987-9432  If material shows up without an appointment, shipment will not be accepted.      

Instructions when customer supplies labels Sodium Cyanide:

THIRD PARTY BILLING: (verify)
Avantor Performance Materials
c/o Odyssey Logistics & Technology
P.O. Box 19749
Department 34
Charlotte, NC 28219

Sodium Cyanide: 2 Kg units
(20 units min per order)
Request twice the amount of labels as their are packages. 

Apply Noah labels on the outer box of the poison packs. 

Tech Data Sheet must have the following:
Batch No:
PO No: 
Date of Manufacture:",,,4,Paris Mfg Ctr & DC,7001 Martin Luther King Blvd.,,,Paris,KY,40361-2147,USA,(859) 987-9492,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-11T18:35:23.417-04:00,2025-03-13T10:42:18.687-04:00,[],{},2025-03
900747,Entered,0014070,Nammo Perry Inc,2025-03-12,2025-04-16T00:00:00-04:00,2025-04-16T00:00:00-04:00,False,True,False,False,875.6,1,PRD106732,0012,1,1,100,FEDEX EXPRESS,Diane Ching,ExWorks SanAntoniTX,COLLECT,,,,IATA,,,"FedEx Express Acct. 362316197

Include Certificate of Conformance with order

Include PO Number PRD106732 on all shipping documents and correspondence

Email Nikki Palmer at jessica.palmer@nammo.us for pick-up instructions

Email invoice to nammoperry.AP@nammo.us

Email order confirmation to diane.ching@nammo.us and helen.blue@nammo.us",,,1,Nammo Perry Inc,10625 Puckett Rd,,,Perry,FL,32348,,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-12T14:02:51.987-04:00,2025-03-14T15:52:39.1-04:00,[],{},2025-03
900750,Entered,0012010,Aldrich Chemical Co. LLC,2025-02-21,2025-03-20T00:00:00-04:00,2025-03-13T00:00:00-04:00,False,True,False,False,220.0,1,4104117927,0024,1,1,100,FEDEX GROUND,,EXW San Antonio TX,COLLECT,,,dangelo.bell@milliporesigma.com,CFR49-HM181,,,"FedEx Acct. No. 224171909

Must be one lot unless preapproved by buyer 

Include their part number under our description if it's not already part of a C-Code description.

Mark each container with the PO number 4104117927, Sigma-Aldrich part number 204625-BULK, and the gross/tare/net  weights.

Email certificate of origin, tech data sheet, and SDS which should include:
Sigma-Aldrich P.O. No. 4104117927
Sigma-Aldrich Part No. 204625-BULK
Country of Origin:  USA
to:  supplierdocs@milliporesigma.com, Attention: Analytical Services + Sigma Aldrich PO number and lot/batch number in the subject line in the format PO#XXX|Batch#

Email tracking number Achal Pandit  at  
anchal.pandit@merckgroup.com, CC wendy.liebl@milliporesigma.com

Email invoice to: usap.invoices@milliporesigma.com     

Email Order confirmation to: aldrichorderacknowledgement@milliporesigma.com(CC  purchasing agent  ) anchal.pandit@merckgroup.com and wendy.liebl@milliporesigma.com",,,-2,"SIGMA-ALDRICH Co., LLC",Attn: PO4104117927,GR Sample at Receving,6000 N. Teutonia Ave.,Milwaukee,WI,53209,USA,(414) 438-3845,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-13T10:20:12.367-04:00,2025-03-13T16:51:07.547-04:00,[],{},2025-02
900751,Entered,0012591,"Biotron Laboratories, Inc.",2025-03-06,2025-04-10T00:00:00-04:00,2025-02-12T00:00:00-05:00,False,True,False,False,6471.0,1,OGDENPO0072301,0012,1,1,100,ECHO GLOBAL LOGISTICS,JoAnna Garcia,ExWorks SanAntonioTX,THIRD PARTY,,,alex@Biotronlabs.com,CFR49-HM181,,,"Email order confirmation to Melody Cruz at melody@actylis.com and JoAnna Garcia at 
jgarcia@actylis.com

Contact Melody Cruz at melody@actylis.com to arrange the shipping for this order

Do not ship more than one lot without prior approval

Include manufacture date & insp/retest date on tech data

Email invoices to: ap.biotron@actylis.com",,,3,"Biotron Laboratories, Inc. d/b/a Actylis",766 South Depot Drive,,,Ogden,UT,84404,USA,(801) 298-8438,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-13T17:50:02.147-04:00,2025-03-17T09:48:54.85-04:00,[],{},2025-03
900753,Entered,0014053,United Chemical LLC,2025-03-14,2024-12-30T00:00:00-05:00,2024-12-30T00:00:00-05:00,False,True,True,False,185440.0,1,13710,0026,1,1,100,TRUCK,,DEL to customer,DELIVERED,,,,CFR49-HM181,,,"SPECIAL INSTRUCTIONS:

Ship first 10 FTL's by middle of month and ship balance by end of month.",,,1,United Chemical International LLC - Haslett,United Chemical International LLC,5607 White Ash,,Haslett,MI,48840,USA,(489) 639-4020,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-14T10:26:08.697-04:00,2025-03-14T10:34:51.817-04:00,[],{},2025-03
900754,Entered,0011254,Gooch & Housego Company,2025-03-10,2025-06-02T00:00:00-04:00,2025-06-02T00:00:00-04:00,False,True,False,False,20891.5,1,034585,0032,1,1,100,FEDEX GROUND,1,EXW San Antonio TX,COLLECT,,,jlamacchia@goochandhousego.com,,,,,,,2,Gooch & Housego Company,"Cleveland Crystals, Inc.",670 ALPHA DRIVE,SUITE 400,Highland Heights,OH,44143,USA,(216) 486-6100,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-14T11:37:08.113-04:00,2025-03-14T15:46:01.257-04:00,[],{},2025-03
900755,Entered,0005010,"Verdesian Life Sciences, LLC",2025-03-13,2025-03-20T00:00:00-04:00,2025-03-17T00:00:00-04:00,False,False,False,False,6910.0,1,VLS1013693,0000,1,1,100,Fedex Freight Priority,Elda,EXW San Antonio TX,COLLECT,,,elda.deayala@vlsci.com,CFR49-HM181,,,"FedEx Acct. No. 1146-8056-7 

Ammonium Metavanadate:  Ship by truck (not UPS) to avoid poison packaging & hazard fees.

Do not use packing peanuts for any product / shipment -- use bubble wrap.

Email SDS to milan.boyce@vlsci.com      

Email tracking number to Buyer - Elda De Ayala,  elda.deayala@VLSci.com on P.O 

Email invoice to  cytozyme.ap@vlsci.com & andrew.helms@vlsci.com

Cytozyme Part No must be on all shipping documents and product labels:
     Code 13225 --- Cytozyme Part No. 1003002",,,1,Salt Lake City Manufacturing Plant Location,2700 S 600 W,,,South Salt Lake CIty,UT,84115,USA,(801) 746-4154,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-14T11:48:19.953-04:00,2025-03-14T11:54:57.797-04:00,[],{},2025-03
900756,Entered,0002090,Thermo Fisher Scientific,2025-03-11,2025-05-12T00:00:00-04:00,2025-05-16T00:00:00-04:00,False,True,False,False,1944.0,1,449819,0024,1,1,100,R & L CARRIERS,CATHY,EXWorks SanAntonioTX,COLLECT,,,jeff.oconnor@alfa.com,CFR49-HM181,,,"R&L Carriers: TH38SH 

Certificate of Origin required with all shipments

PO Number 449819 must be on all shipping documents and labels

Tech data must state the following:  
This material is chemically synthesized
Country of Origin: ____

All products must have the following marked on the inner labels and outer packaging:
Country of Origin: ____

Email invoice to alfaaesar.accountspay@thermofisher.com

Email tracking information to cathy.thompson@ThermoFisher.com

Email Tech Data Sheet and SDS to QCdocs@alfa.com

Email Tech Data Sheet and Certificate of Origin to alfaaesar.qcdocs@thermofisher.com

LTL Carrier should always be R&L:
                
FOR SHIPMENTS TO WARD HILL, MA:

Do not declare a value for insurance purposes
Do not delcare a value for carriage
PO No 449819 must be on BOL
Shipping paperwork should reflect the name Thermo Fisher Scientific",,,9,Thermo Fisher Scientific - Shelley,Thermo Fisher Scientific,Alfa Aesar,38 Shelley Road,Ward Hill,MA,01835,USA,(978) 521-6490,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-14T12:19:24.543-04:00,2025-03-14T12:29:16.463-04:00,[],{},2025-03
900757,Entered,0012985,Spectra-Mat Inc,2025-03-05,2025-03-19T00:00:00-04:00,2025-03-24T00:00:00-04:00,False,True,False,False,642.0,1,24204,0032,1,1,100,UPS NEXT DAY,Scott Thorsted,ExWorks SanAntonioTX,COLLECT,,,maribel_cosio@saes-group.com,UPS Air,,,"URGENT

Pack into 2 Kg bottles

UPS Acct No. 956274 Ship NEXT DAY

Email invoices to : maribel.cosio@apectramat.com

Email order confirmation to  Maribel Cosio at maribel.cosio@apectramat.com and Scott Thorsted at  scott.thorsted@spectramat.com",,,-1,Spectra-Mat Inc,100 Westgate Drive,,,Watsonville,CA,95076,USA,,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-14T13:56:17.893-04:00,2025-03-14T13:57:52.283-04:00,[],{},2025-03
900758,Entered,0002090,Thermo Fisher Scientific,2025-03-13,2025-03-18T00:00:00-04:00,2025-03-18T00:00:00-04:00,False,True,False,False,2031.75,1,449948,0024,1,1,100,R & L CARRIERS,CATHY THOMPSON,EXWorks SanAntonioTX,COLLECT,,,jeff.oconnor@alfa.com,CFR49-HM181,,,"R&L Carriers: TH38SH 

Certificate of Origin required with all shipments

PO Number 449948 must be on all shipping documents and labels

Tech data must state the following:  
This material is chemically synthesized
Country of Origin: ____

All products must have the following marked on the inner labels and outer packaging:
Country of Origin: ____

Email invoice to alfaaesar.accountspay@thermofisher.com

Email tracking information to cathy.thompson@ThermoFisher.com

Email Tech Data Sheet and SDS to QCdocs@alfa.com

Email Tech Data Sheet and Certificate of Origin to alfaaesar.qcdocs@thermofisher.com

LTL Carrier should always be R&L:
                
FOR SHIPMENTS TO WARD HILL, MA:

Do not declare a value for insurance purposes
Do not delcare a value for carriage
PO No 449948 must be on BOL
Shipping paperwork should reflect the name Thermo Fisher Scientific",,,6,Thermo Fisher Scientific,Alfa Aesar,30 Bond Street,,Ward Hill,MA,01835,USA,(978) 521-6490,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-14T14:35:28.233-04:00,2025-03-14T14:35:28.233-04:00,[],{},2025-03
900759,Entered,0002090,Thermo Fisher Scientific,2025-03-12,2025-03-21T00:00:00-04:00,2025-03-18T00:00:00-04:00,False,True,False,False,6655.0,1,449894,0024,1,1,100,R & L CARRIERS,CATHY THOMPSON,EXWorks SanAntonioTX,COLLECT,,,jeff.oconnor@alfa.com,CFR49-HM181,,,"R&L Carriers: TH38SH 

Certificate of Origin required with all shipments

Origin is mandatory for each lot shipped

PO Number 449894 must be on all shipping documents and labels

Tech data must state the following:  
This material is chemically synthesized
Country of Origin: ____

All products must have the following marked on the inner labels and outer packaging:
Country of Origin: ____

Email invoice to alfaaesar.accountspay@thermofisher.com

Email tracking information to cathy.thompson@ThermoFisher.com

Email Tech Data Sheet and SDS to QCdocs@alfa.com

Email Tech Data Sheet and Certificate of Origin to alfaaesar.qcdocs@thermofisher.com

LTL Carrier should always be R&L:
                
FOR SHIPMENTS TO WARD HILL, MA:

Do not declare a value for insurance purposes
Do not delcare a value for carriage
PO No 449894 must be on BOL
Shipping paperwork should reflect the name Thermo Fisher Scientific",,,6,Thermo Fisher Scientific,Alfa Aesar,30 Bond Street,,Ward Hill,MA,01835,USA,(978) 521-6490,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-14T15:15:33.43-04:00,2025-03-14T17:22:56.393-04:00,[],{},2025-03
900760,Entered,0010805,"Oakwood Products, Inc.",2025-03-14,2025-04-18T00:00:00-04:00,2025-04-18T00:00:00-04:00,False,False,False,False,0.0,3,89317,0024,1,1,100,UPS GROUND,Megan O'Hara,"EXW San Antonio, TX",COLLECT,,,sbrazell@oakwoodchemical.com,UPS Ground / FedEx Ground,,,,,,-1,"Oakwood Products, Inc.",P.O. Box 457,,,Estill,SC,29918,USA,(800) 467-3386,"Oakwood Products, Inc.",1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-14T16:19:54.783-04:00,2025-07-24T23:53:54.077-04:00,[],{},2025-03
900761,Entered,0009954,"Univar Solutions USA, Inc.",2025-03-14,2025-03-21T00:00:00-04:00,2025-03-21T00:00:00-04:00,False,False,False,False,0.0,1,SAMP-703891,0012,1,1,100,UPS GROUND,1,ExWorks SanAntonioTX,COLLECT,,,judy.nunn@univarusa.com,,,,TBA along with date and other info,,,-1,"Univar Solutions USA, Inc.",P.O. Box 34325,,,Seattle,WA,98124-1325,USA,(513) 714-5206,Noah Chemicals,1 Noah Park,,,San Antonio,TX,78249,United States,,,,,,,,,,,,,,,,,,,,,,0,False,,2025-03-14T16:42:39.123-04:00,2025-03-14T16:42:39.123-04:00,[],{},2025-03
